airline_sentiment,text
negative,guess excuse understaffed costumer services people deal lots angry passengers weather
positive,elizabeth washington dulles hooked new connecting flight gate im super pleased
negative,past tense re help it’s even miserable usual clt
negative,ah grasshopper twitterz kung fu good hire geeks
negative,bad im getting memo reservation contains modifications prevent changing online fusturated
negative,flight cancelled flighted ive hold minutes human interaction wanna get away
positive,many thanks reply
negative,pride service concerns wife everyone else flight dont care
negative,going compensate whose daysplans ruined delaypending cancelled flightlation
positive,thank really would preferred jet blue guys best seats business
neutral,follow send dm
neutral,pls follow dm
neutral,question need talk someone email give email address thanks
negative,hold min flight got cancelled flightled rescheduled monday unacceptable
neutral,whats going us airways flight diverted charlotte
neutral,come mobile cant proceed wo entering postcode purchase im ireland dont postcode
negative,check st louis rude even tsa nicer
positive,joanna wonderful new flight booked friendly helpful agent stressful day thank
neutral,thank wiil write call travel agency
negative,worst air experience ever first plane yet
neutral,bummer understand business deal thanks answering much less sad
neutral,im sure anything help thatd great
negative,filled whole form receiving poor poor response direct email address reply
negative,cant reschedule flight online
negative,got drink fa sat jump seat crosswords glasses picked landing lazy service first class
neutral,hi we’re flying swa today son peanut allergy way request crew serve peanuts flight thx
negative,hey dont add intl number error checking going hrs looking way checkin cancun
positive,awesome photos thanks sharing
neutral,yes hour landing
positive,know bar wish
negative,going anything help stranded travelers flight communication anyone us dumped
negative,paid premium fly across country cancelled flight flight offer check fee upgrade love sad face
negative,whats solution
negative,sitting baltimore finish taxi approved takeoff oops enough fuel fail
negative,didnt call try youll understand possible reach agenti dont know else
negative,getting hand called reservations reserve seats wont let select online theres fee
neutral,record locator
negative,yes still dont know ive told might flight one confirm
negative,hotel also jetblue lost daughters luggage lose luggage plane never actually left
negative,checking see flight atlord got cancelled flighted
negative,love guys know paid prem wifi toplay go ping terrible
negative,happened plane meant leave wait buffalo seems organizational error weather
negative,hold hrs got cutoff cancelled flightled flight cant get booked cruise florida terrible customer service
neutral,didnt know buying seat first class request sit first class interesting
negative,need lands ewr baggage claim file sent employee droppeditoffyet
positive,thank
negative,tickets confirmed sent find today cancelled flightled tickets months ago never sent email jetblue
negative,two broken airplanes two days late flightr im stranded funeral missing last semester college
negative,youve let delay jfk inbound flight syracuse really ishouldhavedriven
negative,dont bother wasting time send form letter amp let choose gift certificate worstcustomerservice
negative,excruciatingly slow internet swa flights norm rather exception addressed
